Trigger_Name,Events_passed,Actual_lumi,Effective_lumi,datasets,total_nEvents,events_eff(%)
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,18,27.2,27.2,"EGamma[0,1]",83934,0.02144542140253056
HLT_Mu55,18,27.2,27.2,"Muon[0,1]",83934,0.02144542140253056
HLT_VBF_DiPFJet70_40_Mjj600_Detajj2p5_DiPFJet60_JetMatchingFiveJet,16,21.0,21.0,ParkingVBF[0-7],83934,0.019062596802249386
HLT_HT430_DelayedJet40_SingleDelay2nsInclusive,16,27.2,27.2,DisplacedJet,83934,0.019062596802249386
HLT_L1MET_DTClusterNoMB1S50,16,27.2,27.2,DisplacedJet,83934,0.019062596802249386
HLT_PFMET300_NotCleaned,16,27.2,27.2,"JetMET[0,1]",83934,0.019062596802249386
HLT_VBF_DiPFJet75_45_Mjj600_Detajj2p5_DiPFJet60_JetMatchingFiveJet,16,9.5,9.5,ParkingVBF[0-7],83934,0.019062596802249386
HLT_DiPFJetAve260_HFJEC,14,27.2,27.2,"JetMET[0,1]",83934,0.016679772201968212
HLT_Ele15_IsoVVVL_PFHT600,14,27.2,27.2,"EGamma[0,1]",83934,0.016679772201968212
HLT_HT430_DelayedJet40_DoubleDelay1nsTrackless,14,9.5,9.5,DisplacedJet,83934,0.016679772201968212
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350,14,27.2,27.2,"EGamma[0,1]",83934,0.016679772201968212
HLT_CaloMET60_DTClusterNoMB1S50,12,27.2,27.2,DisplacedJet,83934,0.01429694760168704
