Trigger_Name,Actual_lumi,Effective_lumi,First_run,Last_run,datasets
HLT_Mu3er1p5_PFJet100er2p5_PFMET100_PFMHT100_IDTight_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu37_TkMu27_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu37_Ele27_CaloIdL_MW_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu30_TkMu0_Upsilon_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Mu30_TkMu0_Psi_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Mu3_PFJet40_v,27.2,0.0012,366403,370790,"Muon[0,1]"
HLT_Mu27_v,27.2,0.054,366403,370790,"Muon[0,1]"
HLT_Mu27_Ele37_CaloIdL_MW_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu25_TkMu0_Phi_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu20NoFiltersNoVtxDisplaced_Photon20_CaloCustomId_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu20_v,27.2,0.082,366403,370790,"Muon[0,1]"
HLT_Mu19_v,27.2,0.078,366403,370790,"Muon[0,1]"
HLT_Mu19_TrkIsoVVL_v,27.2,0.078,366403,370790,"Muon[0,1]"
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_v,27.2,1.4,366403,370790,"Muon[0,1]"
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_v,27.2,1.4,366403,370790,"Muon[0,1]"
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass8_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass3p8_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu18_Mu9_SameSign_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu17_v,27.2,0.078,366403,370790,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_v,27.2,0.078,366403,370790,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v,27.2,1.4,366403,370790,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v,27.2,1.4,366403,370790,"ExpressPhysics, Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8_v,27.2,27.2,366403,370790,"ExpressPhysics, Muon[0,1]"
HLT_Mu17_Photon30_IsoCaloId_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu15_v,27.2,0.042,366403,370790,"Muon[0,1]"
HLT_Mu15_IsoVVVL_PFHT600_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu15_IsoVVVL_PFHT450_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu15_IsoVVVL_PFHT450_PFMET50_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_Mu12eta2p3_v,27.2,0.0011,366403,370790,"JetMET[0,1]"
HLT_Mu12eta2p3_PFJet40_v,27.2,0.0025,366403,370790,"JetMET[0,1]"
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,27.2,1.7,366403,370790,MuonEG
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,27.2,27.2,366403,370790,MuonEG
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepJet_p71_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepJet_p71_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_Mu12_DoublePFJets40_PFBTagDeepJet_p71_v,27.2,0.068,366403,370790,"JetMET[0,1]"
HLT_Mu12_DoublePFJets350_PFBTagDeepJet_p71_v,27.2,9.1,366403,370790,"JetMET[0,1]"
HLT_Mu12_DoublePFJets200_PFBTagDeepJet_p71_v,27.2,9.1,366403,370790,"JetMET[0,1]"
HLT_Mu12_DoublePFJets100_PFBTagDeepJet_p71_v,27.2,0.52,366403,370790,"JetMET[0,1]"
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v,27.2,27.2,366403,370790,"Muon[0,1], ParkingVBF[0-7]"
HLT_MinimumBiasHF_v,0,0,365753,366035,ExpressPhysics
HLT_MET120_IsoTrk50_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_MET105_IsoTrk50_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_LooseDeepTauPFTauHPS180_L2NN_eta2p1_v,27.2,27.2,366403,370790,Tau
HLT_L3dTksMu10_NoVtx_DxyMin0p01cm_v,27.2,0.027,366403,370790,"Muon[0,1]"
HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX_v,27.2,27.2,366403,370790,NoBPTX
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_v,27.2,27.2,366403,370790,NoBPTX
HLT_L2Mu10_NoVertex_NoBPTX3BX_v,27.2,0.34,366403,370790,NoBPTX
HLT_L2Mu10_NoVertex_NoBPTX_v,27.2,0.11,366403,370790,NoBPTX
HLT_L1Tau_DelayedJet40_SingleDelay4nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_SingleDelay3p75nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_SingleDelay3p5nsInclusive_v,26.9,26.9,366403,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_SingleDelay3nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_SingleDelay2p75To4nsInclusive_v,9.2,9.2,369869,370790,ParkingLLP
HLT_L1Tau_DelayedJet40_SingleDelay2p75To3p5nsInclusive_v,11.5,11.5,367661,368823,ParkingLLP
HLT_L1Tau_DelayedJet40_SingleDelay2p75nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_SingleDelay2p6To4nsInclusive_v,0,0,369869,370790,ParkingLLP
HLT_L1Tau_DelayedJet40_SingleDelay2p6To3p5nsInclusive_v,2.6,2.6,367661,368823,ParkingLLP
HLT_L1Tau_DelayedJet40_SingleDelay2p5To4nsInclusive_v,0,0,369869,370790,ParkingLLP
HLT_L1Tau_DelayedJet40_SingleDelay2p5To3p5nsInclusive_v,2.6,2.6,367661,368823,ParkingLLP
HLT_L1Tau_DelayedJet40_SingleDelay2p5nsTrackless_v,27.2,27.2,366403,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay1p75nsInclusive_v,9.2,9.2,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay1p5nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay1p5nsInclusive_v,9.2,9.2,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay1p25nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay1p25nsInclusive_v,27.2,17.8,366403,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay1nsTrackless_v,27.2,17.8,366403,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay0p75nsInclusive_v,27.2,0.027,366403,370790,DisplacedJet
HLT_L1Tau_DelayedJet40_DoubleDelay0p5nsTrackless_v,27.2,0.054,366403,370790,DisplacedJet
HLT_L1SingleMuCosmics_v,0,0,366403,370790,Cosmics
HLT_L1SingleLLPJet_v,27.2,0.027,366403,370790,DisplacedJet
HLT_L1Mu6HT240_v,27.2,0.027,366403,370790,DisplacedJet
HLT_L1MET_DTClusterNoMB1S50_v,27.2,27.2,366403,370790,DisplacedJet
HLT_L1MET_DTCluster50_v,27.2,0.27,366403,370790,DisplacedJet
HLT_L1ETMHadSeeds_v,27.2,0.027,366403,370790,"JetMET[0,1]"
HLT_L1CSCShower_DTCluster75_v,27.1,27.1,366403,370790,"Muon[0,1]"
HLT_L1CSCShower_DTCluster50_v,27.1,27.1,366403,370790,"Muon[0,1]"
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,27.2,0.3,366403,370790,Commissioning
HLT_IsoTrackHE_v,27.2,13.2,365753,370790,Commissioning
HLT_IsoTrackHB_v,27.2,6.6,365753,370790,Commissioning
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,21,21,367661,370790,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetBB0p35_v,6.2,6.1,366403,367619,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PFAK8ParticleNetBB0p35_v,6.2,6.1,366403,367619,"Muon[0,1]"
HLT_IsoMu27_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu27_MediumDeepTauPFTauHPS20_eta2p1_SingleL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_TwoProngs35_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_OneProng32_v,9.5,9.5,369869,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS45_L2NN_eta2p1_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS35_L2NN_eta2p1_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS20_eta2p1_SingleL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS30_eta2p1_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS180_eta2p1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_IsoMu20_v,27.2,0.41,366403,370790,"Muon[0,1]"
HLT_IsoMu20_eta2p1_LooseDeepTauPFTauHPS27_eta2p1_CrossL1_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_HT650_DisplacedDijet60_Inclusive_v,27.2,27.2,366403,370790,"DisplacedJet, ParkingLLP"
HLT_HT60_Beamspot_v,0,0,365753,366035,ExpressAlignment
HLT_HT550_DisplacedDijet60_Inclusive_v,27.2,1.7,366403,370790,DisplacedJet
HLT_HT500_DisplacedDijet40_DisplacedTrack_v,6.2,6.1,366403,367619,DisplacedJet
HLT_HT430_DisplacedDijet60_DisplacedTrack_v,6.2,6.1,366403,367619,DisplacedJet
HLT_HT430_DisplacedDijet40_Inclusive1PtrkShortSig5_v,27.2,27.2,366403,370790,"DisplacedJet, ParkingLLP"
HLT_HT430_DisplacedDijet40_DisplacedTrack_v,27.2,27.2,366403,370790,"DisplacedJet, ParkingLLP"
HLT_HT430_DelayedJet40_SingleDelay2p5nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay2p25nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay2nsInclusive_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay1To1p5nsInclusive_v,3.4,3.4,367661,370790,ParkingLLP
HLT_HT430_DelayedJet40_SingleDelay1p5nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay1p5nsInclusive_v,27.2,0.27,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay1p25To1p75nsInclusive_v,21,21,367661,370790,ParkingLLP
HLT_HT430_DelayedJet40_SingleDelay1p25nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay1p1To1p6nsInclusive_v,3.4,3.4,367661,370790,ParkingLLP
HLT_HT430_DelayedJet40_SingleDelay1nsTrackless_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay1nsInclusive_v,27.2,0.054,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay0p5nsTrackless_v,27.2,0.27,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_SingleDelay0p5nsInclusive_v,27.2,0.011,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay1p5nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay1p25nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay1nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive_v,27.2,17.8,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay0p75nsTrackless_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay0p5nsTrackless_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT430_DelayedJet40_DoubleDelay0p5nsInclusive_v,27.2,0.054,366403,370790,DisplacedJet
HLT_HT425_v,27.2,0.053,366403,370790,DisplacedJet
HLT_HT420_L1SingleLLPJet_DisplacedDijet60_Inclusive_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT400_DisplacedDijet40_DisplacedTrack_v,27.2,6.8,366403,370790,DisplacedJet
HLT_HT390eta2p0_DisplacedDijet40_Inclusive1PtrkShortSig5_v,21,21,367661,370790,ParkingLLP
HLT_HT390_DisplacedDijet45_Inclusive1PtrkShortSig5_v,21,21,367661,370790,ParkingLLP
HLT_HT390_DisplacedDijet40_Inclusive1PtrkShortSig5_v,2.6,2.6,367661,370790,ParkingLLP
HLT_HT360_DisplacedDijet45_Inclusive1PtrkShortSig5_v,2.6,2.6,367661,370790,ParkingLLP
HLT_HT360_DisplacedDijet40_Inclusive1PtrkShortSig5_v,2.6,2.6,367661,370790,ParkingLLP
HLT_HT350_v,21,0.01,367661,370790,DisplacedJet
HLT_HT350_DelayedJet40_SingleDelay3p5nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT350_DelayedJet40_SingleDelay3p25nsInclusive_v,9.5,9.5,369869,370790,DisplacedJet
HLT_HT350_DelayedJet40_SingleDelay3nsInclusive_v,21,21,367661,370790,DisplacedJet
HLT_HT350_DelayedJet40_SingleDelay1p75To3p5nsInclusive_v,9.5,9.5,369869,370790,ParkingLLP
HLT_HT350_DelayedJet40_SingleDelay1p75To3nsInclusive_v,11.5,11.5,367661,368823,ParkingLLP
HLT_HT350_DelayedJet40_SingleDelay1p6To3p5nsInclusive_v,0,0,369869,370790,ParkingLLP
HLT_HT350_DelayedJet40_SingleDelay1p6To3nsInclusive_v,2.6,2.6,367661,368823,ParkingLLP
HLT_HT350_DelayedJet40_SingleDelay1p5To3p5nsInclusive_v,0,0,369869,370790,ParkingLLP
HLT_HT350_DelayedJet40_SingleDelay1p5To3nsInclusive_v,2.6,2.6,367661,368823,ParkingLLP
HLT_HT320_L1SingleLLPJet_DisplacedDijet60_Inclusive_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT300_Beamspot_v,27.2,0.44,365753,370790,ExpressAlignment
HLT_HT300_Beamspot_PixelClustersWP2_v,0,0,365753,366035,ExpressAlignment
HLT_HT280_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT270_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT240_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DisplacedDijet60_DisplacedTrack_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DisplacedDijet35_Inclusive1PtrkShortSig5_v,6.2,6.1,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DelayedJet40_SingleDelay2nsInclusive_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DelayedJet40_SingleDelay1nsTrackless_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay1nsInclusive_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay0p5nsTrackless_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HT170_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack_v,27.2,27.2,366403,370790,DisplacedJet
HLT_HighPtTkMu100_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_HcalPhiSym_v,27.2,27.2,365753,370790,HcalNZS
HLT_HcalNZS_v,27.2,27.2,365753,370790,HcalNZS
HLT_HcalIsolatedbunch_v,6.2,6.2,366403,367619,IsolatedBunch
HLT_ExpressMuons_v,27.2,27.2,366403,370790,ExpressPhysics
HLT_EphemeralZeroBias_v,1.2,0.0005,365753,370790,"EphemeralZeroBias[0-19], SpecialZeroBias[0-7]"
HLT_EphemeralPhysics_v,0.9,0.018,366403,370790,"EphemeralHLTPhysics[0-19], SpecialHLTPhysics[0-7]"
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v,27.2,0.0047,366403,370790,"EGamma[0,1]"
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v,27.2,0.0047,366403,370790,"EGamma[0,1]"
HLT_Ele50_IsoVVVL_PFHT450_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,21,21,367661,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetBB0p35_v,6.2,6.1,366403,367619,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"EGamma[0,1]"
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_PFAK8ParticleNetBB0p35_v,6.2,6.1,366403,367619,"EGamma[0,1]"
HLT_Ele40_WPTight_Gsf_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele38_WPTight_Gsf_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele36_WPTight_noEoP_missHitL_trkChi2L_Gsf_v,0,0,366403,367619,"EGamma[0,1]"
HLT_Ele35_WPTight_Gsf_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele32_WPTight_Gsf_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele32_WPTight_Gsf_L1DoubleEG_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele30_WPTight_Gsf_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele28_HighEta_SC20_Mass55_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele28_eta2p1_WPTight_Gsf_HT150_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele24_eta2p1_WPTight_Gsf_LooseDeepTauPFTauHPS30_eta2p1_CrossL1_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,27.2,0.027,366403,370790,"EGamma[0,1]"
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v,27.2,0.027,366403,370790,"EGamma[0,1]"
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,27.2,0.027,366403,370790,"EGamma[0,1]"
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele15_IsoVVVL_PFHT600_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele15_IsoVVVL_PFHT450_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele135_CaloIdVT_GsfTrkIdT_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v,27.2,0.027,366403,370790,"EGamma[0,1]"
HLT_Ele115_CaloIdVT_GsfTrkIdT_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_ECALHT800_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoublePhoton85_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoublePhoton70_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoublePhoton33_CaloIdL_v,27.2,0.42,366403,370790,"EGamma[0,1]"
HLT_DoublePFJets40_PFBTagDeepJet_p71_v,27.2,0.0032,366403,370790,"JetMET[0,1]"
HLT_DoublePFJets40_Mass500_MediumDeepTauPFTauHPS45_L2NN_MediumDeepTauPFTauHPS20_eta2p1_v,27.2,27.2,366403,370790,"ParkingVBF[0-7], Tau"
HLT_DoublePFJets350_PFBTagDeepJet_p71_v,27.2,3.9,366403,370790,"JetMET[0,1]"
HLT_DoublePFJets200_PFBTagDeepJet_p71_v,27.2,0.39,366403,370790,"JetMET[0,1]"
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepJet_p71_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepJet_p71_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_DoublePFJets100_PFBTagDeepJet_p71_v,27.2,0.08,366403,370790,"JetMET[0,1]"
HLT_DoubleMu5_Upsilon_DoubleEle3_CaloIdL_TrackIdL_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu48NoFiltersNoVtx_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleMu43NoFiltersNoVtx_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleMu4_MuMuTrk_Displaced_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu4_Mass3p8_DZ_PFHT350_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleMu4_LowMass_Displaced_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_DoubleMu4_JpsiTrkTrk_Displaced_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu4_JpsiTrk_Bc_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_DoubleMu4_Jpsi_NoVertexing_v,27.2,0.11,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu4_Jpsi_Displaced_v,27.2,0.45,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu4_3_Photon4_BsToMMG_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_DoubleMu4_3_LowMass_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_DoubleMu4_3_Jpsi_v,27.2,1.4,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu4_3_Displaced_Photon4_BsToMMG_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_DoubleMu4_3_Bs_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu3_Trk_Tau3mu_v,27.2,1.4,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v,27.2,1.4,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu3_TkMu_DsTau3Mu_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu3_DZ_PFMET90_PFMHT90_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v,27.2,27.2,366403,370790,"Muon[0,1]"
