Trigger_Name,Actual_lumi,Effective_lumi,First_run,Last_run,datasets
HLT_DoubleMu3_DoubleEle7p5_CaloIdL_TrackIdL_Upsilon_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleMu2_Jpsi_DoubleTrk1_Phi1p05_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DoubleMediumDeepTauPFTauHPS35_L2NN_eta2p1_v,27.2,27.2,366403,370790,Tau
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_v,27.2,27.2,366403,370790,Tau
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_v,27.2,27.2,366403,370790,Tau
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_OneProng_M5to80_v,27.2,27.2,366403,370790,Tau
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1_v,27.2,27.2,366403,370790,Tau
HLT_DoubleL3Mu20_10NoVtx_DxyMin0p01cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL3Mu18_10NoVtx_DxyMin0p01cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL3Mu16_10NoVtx_DxyMin0p01cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL3dTksMu16_10NoVtx_DxyMin0p01cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu50_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu30NoVtx_2Cha_Eta2p4_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu30NoVtx_2Cha_CosmicSeed_Eta2p4_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu25NoVtx_2Cha_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu25NoVtx_2Cha_Eta2p4_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu25NoVtx_2Cha_CosmicSeed_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu25NoVtx_2Cha_CosmicSeed_Eta2p4_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu23NoVtx_2Cha_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu23NoVtx_2Cha_CosmicSeed_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu14NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu12NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu12NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu10NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu10NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu_L3Mu18NoVtx_VetoL3Mu0DxyMax0p1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleL2Mu_L3Mu16NoVtx_VetoL3Mu0DxyMax0p1cm_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_DoubleEle9p5_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle9p5_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle9p5_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle9_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle9_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle9_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8p5_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8p5_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8p5_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoubleEle7p5_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle7p5_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle7p5_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle7_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle7_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle7_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle6p5_eta1p22_mMax6_v,23.1,23,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle6p5_eta1p22_mMax6_trkHits10_v,21,20.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle6p5_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle6_eta1p22_mMax6_v,15.3,15.3,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle6_eta1p22_mMax6_trkHits10_v,13.2,13.2,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle6_eta1p22_mMax6_dz0p8_v,19.3,19.3,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle5p5_eta1p22_mMax6_v,14,14,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle5p5_eta1p22_mMax6_trkHits10_v,11.9,11.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle5p5_eta1p22_mMax6_dz0p8_v,17.9,17.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle5_eta1p22_mMax6_v,12.7,12.6,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle5_eta1p22_mMax6_trkHits10_v,11,11,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle5_eta1p22_mMax6_dz0p8_v,16.6,16.6,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle4p5_eta1p22_mMax6_v,5.9,5.9,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle4p5_eta1p22_mMax6_trkHits10_v,5.2,5.2,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle4p5_eta1p22_mMax6_dz0p8_v,8.6,8.6,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle4_eta1p22_mMax6_v,2.8,2.8,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle4_eta1p22_mMax6_trkHits10_v,2.5,2.5,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle4_eta1p22_mMax6_dz0p8_v,5,5,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle33_CaloIdL_MW_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoubleEle27_CaloIdL_MW_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoubleEle25_CaloIdL_MW_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DoubleEle10_eta1p22_mMax6_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle10_eta1p22_mMax6_trkHits10_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleEle10_eta1p22_mMax6_dz0p8_v,27.2,27,366403,370790,ParkingDoubleElectronLowMass
HLT_DoubleCscCluster75_v,9.5,9.5,369869,370790,"Muon[0,1]"
HLT_DoubleCscCluster100_v,9.5,9.5,369869,370790,"Muon[0,1]"
HLT_DiSC30_18_EIso_AND_HE_Mass70_v,27.2,0.11,366403,370790,"EGamma[0,1]"
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_Mass55_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton24_16_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton24_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v,27.2,0.27,366403,370790,"EGamma[0,1]"
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,27.2,0.27,366403,370790,"EGamma[0,1]"
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v,27.2,0.27,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10Time2ns_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10Time1p8ns_v,26.9,26.9,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10Time1p6ns_v,26.9,26.9,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10Time1p4ns_v,26.9,26.9,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10Time1p2ns_v,26.9,26.9,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10Time1ns_v,26.9,26.9,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10sminlt0p12_v,27.2,0.27,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10sminlt0p1_v,27.2,0.27,366403,370790,"EGamma[0,1]"
HLT_DiPhoton10_CaloIdL_v,27.2,0.0014,366403,370790,"EGamma[0,1]"
HLT_DiPFJetAve80_v,27.2,0.0016,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve80_HFJEC_v,27.2,0.0075,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve60_v,27.2,0.00047,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve60_HFJEC_v,27.2,0.0018,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve500_v,27.2,9.2,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve400_v,27.2,2.3,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve40_v,27.2,0.00012,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve320_v,27.2,0.77,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve300_HFJEC_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve260_v,27.2,0.29,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve260_HFJEC_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve220_HFJEC_v,27.2,4.6,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve200_v,27.2,0.079,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve160_HFJEC_v,27.2,0.6,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve140_v,27.2,0.02,366403,370790,"JetMET[0,1]"
HLT_DiPFJetAve100_HFJEC_v,27.2,0.1,366403,370790,"JetMET[0,1]"
HLT_Dimuon25_Jpsi_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon25_Jpsi_noCorrL1_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon24_Upsilon_noCorrL1_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon24_Phi_noCorrL1_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon18_PsiPrime_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon18_PsiPrime_noCorrL1_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon14_PsiPrime_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_Dimuon14_PsiPrime_noCorrL1_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_Dimuon14_Phi_Barrel_Seagulls_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon12_Upsilon_y1p4_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon10_Upsilon_y1p4_v,27.2,27.2,366403,370790,ParkingDoubleMuonLowMass[0-7]
HLT_Dimuon0_Upsilon_NoVertexing_v,27.2,0.15,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Upsilon_Muon_NoL1Mass_v,27.2,0.78,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Upsilon_L1_4p5er2p0M_v,27.2,0.15,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Upsilon_L1_4p5er2p0_v,27.2,0.34,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Upsilon_L1_4p5_v,27.2,0.034,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_LowMass_v,27.2,0.006,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_LowMass_L1_TM530_v,27.2,0.039,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_LowMass_L1_4R_v,0,0,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_LowMass_L1_4_v,27.2,0.039,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_LowMass_L1_0er1p5R_v,0,0,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_LowMass_L1_0er1p5_v,27.2,0.06,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi3p5_Muon2_v,27.2,27.2,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi_v,27.2,0.0011,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi_NoVertexing_v,27.2,0.018,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi_NoVertexing_NoOS_v,27.2,0.018,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R_v,27.2,0.091,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi_L1_NoOS_v,27.2,0.018,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_Dimuon0_Jpsi_L1_4R_0er1p5R_v,27.2,0.091,366403,370790,"ParkingDoubleMuonLowMass[0-7], ReservedDoubleMuonLowMass"
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v,27.2,13.6,366403,370790,MuonEG
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v,27.2,27.2,366403,370790,MuonEG
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v,27.2,27.2,366403,370790,MuonEG
HLT_DiJet110_35_Mjj650_PFMET130_v,27.2,27.2,366403,370790,"JetMET[0,1], ParkingVBF[0-7]"
HLT_DiJet110_35_Mjj650_PFMET120_v,27.2,27.2,366403,370790,"JetMET[0,1], ParkingVBF[0-7]"
HLT_DiJet110_35_Mjj650_PFMET110_v,27.2,27.2,366403,370790,"JetMET[0,1], ParkingVBF[0-7]"
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v,27.2,27.2,366403,370790,"EGamma[0,1]"
HLT_CscCluster_Tight_v,27.1,27.1,366403,370790,"Muon[0,1]"
HLT_CscCluster_Medium_v,27.1,27.1,366403,370790,"Muon[0,1]"
HLT_CscCluster_Loose_v,27.1,27.1,366403,370790,"Muon[0,1]"
HLT_CDC_L2cosmic_5p5_er1p0_v,27.2,3,365753,370790,NoBPTX
HLT_CDC_L2cosmic_10_er1p0_v,27.2,9.1,365753,370790,NoBPTX
HLT_CascadeMu100_v,27.2,27.2,366403,370790,"Muon[0,1]"
HLT_CaloMHT90_v,27.2,0.21,366403,370790,"JetMET[0,1]"
HLT_CaloMET90_NotCleaned_v,27.2,0.21,366403,370790,"JetMET[0,1]"
HLT_CaloMET60_DTClusterNoMB1S50_v,27.2,27.2,366403,370790,DisplacedJet
HLT_CaloMET60_DTCluster50_v,27.2,0.54,366403,370790,DisplacedJet
HLT_CaloMET350_NotCleaned_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_CaloJet550_NoJetID_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_CaloJet500_NoJetID_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_BTagMu_AK8Jet300_Mu5_v,27.2,13.6,366403,370790,BTagMu
HLT_BTagMu_AK8Jet170_DoubleMu5_v,27.2,27.2,366403,370790,BTagMu
HLT_BTagMu_AK8DiJet170_Mu5_v,27.2,2.3,366403,370790,BTagMu
HLT_BTagMu_AK4Jet300_Mu5_v,27.2,27.2,366403,370790,BTagMu
HLT_BTagMu_AK4DiJet70_Mu5_v,27.2,0.26,366403,370790,BTagMu
HLT_BTagMu_AK4DiJet40_Mu5_v,27.2,0.053,366403,370790,BTagMu
HLT_BTagMu_AK4DiJet20_Mu5_v,27.2,0.0085,366403,370790,BTagMu
HLT_BTagMu_AK4DiJet170_Mu5_v,27.2,4.5,366403,370790,BTagMu
HLT_BTagMu_AK4DiJet110_Mu5_v,27.2,1,366403,370790,BTagMu
HLT_AK8PFJetFwd80_v,27.2,0.0017,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd60_v,25.3,0.00037,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd500_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd450_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd400_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd40_v,27.2,2.40E-06,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd320_v,27.2,6.8,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd260_v,27.2,3.4,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd25_v,0,0,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd200_v,27.2,0.6,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd15_v,0,0,366403,370790,"JetMET[0,1]"
HLT_AK8PFJetFwd140_v,27.2,0.051,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet80_v,27.2,0.00081,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet60_v,27.2,7.60E-05,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet550_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet500_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet500_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet470_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet450_v,27.2,3.4,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet450_SoftDropMass40_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet450_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet425_SoftDropMass40_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet420_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet400_v,27.2,1.7,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet400_MassSD30_v,0,0,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet40_v,27.2,7.10E-06,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet320_v,27.2,0.57,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p05_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p03_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p10_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetBB0p35_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet260_v,27.2,0.21,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p05_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p03_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p10_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetBB0p35_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_v,27.2,0.27,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p05_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p03_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_v,27.2,0.23,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p35_DoubleAK4PFJet60_30_PNet2BTagMean0p60_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p35_DoubleAK4PFJet60_30_PNet2BTagMean0p55_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p35_DoubleAK4PFJet60_30_PNet2BTagMean0p53_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p35_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v,6.2,6.1,366403,367619,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p60_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p55_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p53_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v,21,21,367661,370790,"JetMET[0,1]"
HLT_AK8PFJet200_v,27.2,0.079,366403,370790,"JetMET[0,1]"
HLT_AK8PFJet140_v,27.2,0.02,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet290_290_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet280_280_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet270_270_MassSD30_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet260_260_MassSD50_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet260_260_MassSD30_v,0,0,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet250_250_MassSD50_v,27.2,27.2,366403,370790,"JetMET[0,1]"
HLT_AK8DiPFJet250_250_MassSD30_v,0,0,366403,370790,"JetMET[0,1]"
DST_Run3_PFScoutingPixelTracking_v,6.2,6.1,366403,367619,ScoutingPFRun3
DST_Run3_JetHT_PFScoutingPixelTracking_v,21,21,367661,370790,ScoutingPFRun3
DST_Run3_EG30_PFScoutingPixelTracking_v,27.2,27.2,366403,370790,ScoutingPFRun3
DST_Run3_EG16_EG12_PFScoutingPixelTracking_v,27.2,27.2,366403,370790,ScoutingPFRun3
DST_Run3_DoubleMu3_PFScoutingPixelTracking_v,21,21,367661,370790,ScoutingPFRun3
DST_HLTMuon_Run3_PFScoutingPixelTracking_v,27.2,27.2,366403,370790,ScoutingPFRun3
