Trigger_Name,Events_passed,Actual_lumi,Effective_lumi,datasets,total_nEvents,events_eff(%)
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack,15,27.2,27.2,DisplacedJet,54677,0.027433838725606743
HLT_TripleJet110_35_35_Mjj650_PFMET130,15,27.2,27.2,"JetMET[0,1], ParkingVBF[0-7]",54677,0.027433838725606743
HLT_VBF_DiPFJet95_45_Mjj600_Detajj2p5_Mu3_TrkIsoVVL_TriplePFJet,15,9.5,9.5,ParkingVBF[0-7],54677,0.027433838725606743
HLT_Mu6HT240_DisplacedDijet45_Inclusive0PtrkShortSig5,14,27.2,27.2,DisplacedJet,54677,0.02560491614389963
HLT_VBF_DiPFJet80_45_Mjj500_Detajj2p5_PFMET85_TriplePFJet,14,9.5,9.5,ParkingVBF[0-7],54677,0.02560491614389963
HLT_Mu15_IsoVVVL_PFHT450,13,27.2,27.2,"Muon[0,1]",54677,0.023775993562192514
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p10,13,21.0,21.0,"EGamma[0,1]",54677,0.023775993562192514
HLT_HT430_DelayedJet40_SingleDelay2nsInclusive,13,27.2,27.2,DisplacedJet,54677,0.023775993562192514
HLT_DiPFJetAve260_HFJEC,13,27.2,27.2,"JetMET[0,1]",54677,0.023775993562192514
HLT_Mu50,13,27.2,27.2,"Muon[0,1]",54677,0.023775993562192514
HLT_L1MET_DTClusterNoMB1S50,12,27.2,27.2,DisplacedJet,54677,0.021947070980485397
HLT_HT200_L1SingleLLPJet_DisplacedDijet60_DisplacedTrack,11,27.2,27.2,DisplacedJet,54677,0.02011814839877828
HLT_HT270_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack,11,27.2,27.2,DisplacedJet,54677,0.02011814839877828
HLT_HT430_DelayedJet40_DoubleDelay0p75nsTrackless,11,9.5,9.5,DisplacedJet,54677,0.02011814839877828
HLT_Mu55,11,27.2,27.2,"Muon[0,1]",54677,0.02011814839877828
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay0p5nsTrackless,11,27.2,27.2,DisplacedJet,54677,0.02011814839877828
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350,11,27.2,27.2,"EGamma[0,1]",54677,0.02011814839877828
