path (click to see more detail),act. lumi (fb-1),eff. lumi (fb-1),counts,first run,last run,dataset(s)
HLT_Photon50_v,20.2,0.0033,,391658,395239,EGamma[0-3]
HLT_Photon75_v,20.2,0.04,,391658,395239,EGamma[0-3]
HLT_Photon90_v,20.2,0.04,,391658,395239,EGamma[0-3]
HLT_Photon120_v,20.2,0.16,,391658,395239,EGamma[0-3]
HLT_Photon175_v,20.2,0.32,,391658,395239,EGamma[0-3]
HLT_Photon50_R9Id90_HE10_IsoM_v,20.2,0.079,,391658,395239,EGamma[0-3]
HLT_Photon75_R9Id90_HE10_IsoM_v,20.2,0.32,,391658,395239,EGamma[0-3]
HLT_Photon90_R9Id90_HE10_IsoM_v,20.2,0.63,,391658,395239,EGamma[0-3]
HLT_Photon120_R9Id90_HE10_IsoM_v,20.2,2.5,,391658,395239,EGamma[0-3]
HLT_Photon165_R9Id90_HE10_IsoM_v,20.2,5.1,,391658,395239,EGamma[0-3]
HLT_Ele15_IsoVVVL_PFHT600_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v,20.2,0.0022,,391658,395239,EGamma[0-3]
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,20.2,0.01,,391658,395239,EGamma[0-3]
HLT_ECALHT800_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon150_v,20.2,0.16,,391658,395239,EGamma[0-3]
HLT_Ele32_WPTight_Gsf_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DoubleEle33_CaloIdL_MW_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v,20.2,0.0022,,391658,395239,EGamma[0-3]
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,20.2,0.01,,391658,395239,EGamma[0-3]
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele30_WPTight_Gsf_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon20_HoverELoose_v,20.2,0.0011,,391658,395239,EGamma[0-3]
HLT_Photon30_HoverELoose_v,20.2,0.0022,,391658,395239,EGamma[0-3]
HLT_DoublePhoton33_CaloIdL_v,20.2,0.32,,391658,395239,EGamma[0-3]
HLT_DoublePhoton70_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele35_WPTight_Gsf_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele38_WPTight_Gsf_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele40_WPTight_Gsf_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele32_WPTight_Gsf_L1DoubleEG_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon33_v,20.2,0.00077,,391658,395239,EGamma[0-3]
HLT_Photon200_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele28_HighEta_SC20_Mass55_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele15_IsoVVVL_PFHT450_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele50_IsoVVVL_PFHT450_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele135_CaloIdVT_GsfTrkIdT_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DoubleEle25_CaloIdL_MW_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DoubleEle27_CaloIdL_MW_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon110EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon100EBHE10_v,20.2,0.63,,391658,395239,EGamma[0-3]
HLT_Photon35_TwoProngs35_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon30EB_TightID_TightIso_v,20.2,0.11,,391658,395239,EGamma[0-3]
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_Mass55_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10Time1ns_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10Time1p2ns_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10Time1p4ns_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10Time1p6ns_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10Time1p8ns_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10Time2ns_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiPhoton10_CaloIdL_v,20.2,0.001,,391658,395239,EGamma[0-3]
HLT_DoubleEle6p5_eta1p22_mMax6_v,20.2,2.3,,391658,395239,EGamma[0-3]
HLT_DoubleEle8_eta1p22_mMax6_v,0.26,0.26,,391658,395239,EGamma[0-3]
HLT_DoubleEle10_eta1p22_mMax6_v,0.26,0.26,,391658,395239,EGamma[0-3]
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v,20.2,0.2,,391658,395239,EGamma[0-3]
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,20.2,0.2,,391658,395239,EGamma[0-3]
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v,20.2,0.2,,391658,395239,EGamma[0-3]
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_SingleEle8_v,20.2,0.2,,391658,395239,EGamma[0-3]
HLT_SingleEle8_SingleEGL1_v,0.26,0.000017,,391658,395239,EGamma[0-3]
HLT_Photon50EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon75EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon90EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT380_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT400_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Diphoton24_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Diphoton24_16_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon32_OneProng32_M50To105_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon60_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon50_TimeLtNeg2p5ns_v,20.2,0.81,,391658,395239,EGamma[0-3]
HLT_Photon50_TimeGt2p5ns_v,20.2,4,,391658,395239,EGamma[0-3]
HLT_Photon50EB_v,20.2,0.079,,391658,395239,EGamma[0-3]
HLT_Photon50EB_TightID_TightIso_PFJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon55EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon110EB_TightID_TightIso_PFJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele24_eta2p1_WPTight_Gsf_PNetTauhPFJet30_Tight_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele24_eta2p1_WPTight_Gsf_PNetTauhPFJet30_Medium_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele24_eta2p1_WPTight_Gsf_PNetTauhPFJet30_Loose_eta2p3_CrossL1_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon34_R9Id90_CaloIdL_IsoL_DisplacedIdL_MediumChargedIsoDisplacedPFTauHPS34_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon50EB_TightID_TightIso_CaloJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon50EB_TightID_TightIso_AK8PFJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon50EB_TightID_TightIso_AK8CaloJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon110EB_TightID_TightIso_CaloJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon110EB_TightID_TightIso_AK8PFJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon110EB_TightID_TightIso_AK8CaloJet30_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Ele14_eta2p5_IsoVVVL_Gsf_PFHT200_PNetBTag0p53_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon45EB_v,20.2,0.079,,391658,395239,EGamma[0-3]
HLT_Photon40EB_v,20.2,0.079,,391658,395239,EGamma[0-3]
HLT_Photon40EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Photon45EB_TightID_TightIso_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiphotonMVA14p25_Low_Mass60_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiphotonMVA14p25_Medium_Mass60_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiphotonMVA14p25_High_Mass60_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiphotonMVA14p25_TightLow_Mass60_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiphotonMVA14p25_TightMedium_Mass60_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_DiphotonMVA14p25_TightHigh_Mass60_v,20.2,20.2,,391658,395239,EGamma[0-3]
HLT_Diphoton15_10_EBEB_TightID_ECALTrackIsoDr0p2_v,20,20,,392175,395239,EGamma[0-3]
HLT_Diphoton15_12_EBEB_TightID_ECALTrackIsoDr0p2_v,20,20,,392175,395239,EGamma[0-3]
HLT_Diphoton15_10_EBEB_TightID_ECALTrackIsoDr0p2to0p4_v,20,20,,392175,395239,EGamma[0-3]
HLT_Diphoton15_12_EBEB_TightID_ECALTrackIsoDr0p2to0p4_v,20,20,,392175,395239,EGamma[0-3]
HLT_Dielectron12_5_EBEB_TightID_ECALTrackIsoDr0p2_v,20,20,,392175,395239,EGamma[0-3]
HLT_Dielectron12_5_EBEB_TightID_ECALTrackIsoDr0p2to0p4_v,20,20,,392175,395239,EGamma[0-3]
HLT_L1AlwaysTrue_v,0.19,0.0043,,391658,395239,EmittanceScan[0-5]
HLT_EphemeralPhysics_v,0.13,0.002,,391658,395239,EphemeralHLTPhysics[0-19]
HLT_EphemeralZeroBias_v,0.39,0.00048,,391658,395239,EphemeralZeroBias[0-19]
HLT_HcalNZS_v,20.2,20.2,,391658,395239,HcalNZS
HLT_HcalPhiSym_v,20.2,20.2,,391658,395239,HcalNZS
HLT_Physics_v,20.2,0.4,,391658,395239,HLTPhysics
HLT_CaloJet500_NoJetID_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFJet40_v,20.2,0.000056,,391658,395239,"JetMET[0,1]"
HLT_PFJet60_v,20.2,0.00037,,391658,395239,"JetMET[0,1]"
HLT_PFJet80_v,20.2,0.0011,,391658,395239,"JetMET[0,1]"
HLT_PFJet140_v,20.2,0.011,,391658,395239,"JetMET[0,1]"
HLT_PFJet200_v,20.2,0.047,,391658,395239,"JetMET[0,1]"
HLT_PFJet260_v,20.2,0.16,,391658,395239,"JetMET[0,1]"
HLT_PFJet320_v,20.2,0.63,,391658,395239,"JetMET[0,1]"
HLT_PFJet400_v,20.2,1.3,,391658,395239,"JetMET[0,1]"
HLT_PFJet450_v,20.2,2.5,,391658,395239,"JetMET[0,1]"
HLT_PFJet500_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve40_v,20.2,0.000069,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve60_v,20.2,0.00037,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve80_v,20.2,0.0011,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve140_v,20.2,0.011,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve200_v,20.2,0.047,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve260_v,20.2,0.16,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve320_v,20.2,0.42,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve400_v,20.2,1.3,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve500_v,20.2,5.1,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve60_HFJEC_v,20.2,0.0011,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve80_HFJEC_v,20.2,0.0039,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve100_HFJEC_v,20.2,0.041,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve160_HFJEC_v,20.2,0.22,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve220_HFJEC_v,20.2,2.5,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve300_HFJEC_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT250_v,20.2,0.0045,,391658,395239,"JetMET[0,1]"
HLT_PFHT350_v,20.2,0.079,,391658,395239,"JetMET[0,1]"
HLT_PFMET120_PFMHT120_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_HT425_v,20.2,0.04,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet40_v,20.2,0.0000066,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet60_v,20.2,0.000069,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet80_v,20.2,0.00056,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet140_v,20.2,0.011,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet200_v,20.2,0.047,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet260_v,20.2,0.16,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet320_v,20.2,0.42,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet400_v,20.2,1.3,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet450_v,20.2,2.5,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet500_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_CaloJet550_NoJetID_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT1050_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMET130_PFMHT130_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMET140_PFMHT140_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet550_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFJet550_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFHT180_v,20.2,0.0016,,391658,395239,"JetMET[0,1]"
HLT_PFHT370_v,20.2,0.012,,391658,395239,"JetMET[0,1]"
HLT_PFHT430_v,20.2,0.037,,391658,395239,"JetMET[0,1]"
HLT_PFHT510_v,20.2,0.079,,391658,395239,"JetMET[0,1]"
HLT_PFHT590_v,20.2,0.16,,391658,395239,"JetMET[0,1]"
HLT_PFHT680_v,20.2,0.32,,391658,395239,"JetMET[0,1]"
HLT_PFHT780_v,20.2,0.63,,391658,395239,"JetMET[0,1]"
HLT_PFHT890_v,20.2,1.3,,391658,395239,"JetMET[0,1]"
HLT_PFMETTypeOne140_PFMHT140_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd40_v,20.2,0.000069,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd60_v,20.2,0.00056,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd80_v,20.2,0.0025,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd140_v,20.2,0.041,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd200_v,20.2,0.22,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd260_v,20.2,2.5,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd320_v,20.2,5.1,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd400_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd450_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFJetFwd500_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd40_v,20.2,0.0000022,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd60_v,20.2,0.00037,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd80_v,20.2,0.00084,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd140_v,20.2,0.02,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd200_v,20.2,0.22,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd260_v,20.2,2.5,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd320_v,20.2,5.1,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd400_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd450_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJetFwd500_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_L1ETMHadSeeds_v,20.2,0.02,,391658,395239,"JetMET[0,1]"
HLT_CaloMHT90_v,20.2,0.16,,391658,395239,"JetMET[0,1]"
HLT_CaloMET90_NotCleaned_v,20.2,0.16,,391658,395239,"JetMET[0,1]"
HLT_PFMET200_NotCleaned_v,20.2,1.3,,391658,395239,"JetMET[0,1]"
HLT_MET105_IsoTrk50_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_MET120_IsoTrk50_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_CaloMET350_NotCleaned_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMET250_NotCleaned_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMET300_NotCleaned_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMET200_BeamHaloCleaned_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETTypeOne200_BeamHaloCleaned_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_Mu12eta2p3_v,20.2,0.0031,,391658,395239,"JetMET[0,1]"
HLT_Mu12eta2p3_PFJet40_v,20.2,0.00068,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_v,20.2,0.2,,391658,395239,"JetMET[0,1]"
HLT_L1Mu6HT240_v,20.2,0.02,,391658,395239,"JetMET[0,1]"
HLT_PFMET105_IsoTrk50_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_FilterHF_v,0,0,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_FilterHF_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_FilterHF_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_FilterHF_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_PFJet110_v,20.2,0.0038,,391658,395239,"JetMET[0,1]"
HLT_DiPFJetAve260_HFJEC_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_v,20.2,0.17,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p53_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p55_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p60_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p03_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p05_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p10_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p03_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p05_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p06_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p10_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p03_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p05_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_HT350_v,20.2,0.0098,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet380_SoftDropMass30_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet400_SoftDropMass30_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet425_SoftDropMass30_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8PFJet450_SoftDropMass30_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8DiPFJet250_250_SoftDropMass40_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
HLT_AK8DiPFJet250_250_SoftDropMass50_v,20.2,20.2,,391658,395239,"JetMET[0,1]"
