https://cmshltinfo.app.cern.ch/summary,,,,,,
path (click to see more detail),act. lumi (fb-1),eff. lumi (fb-1),counts,first run,last run,dataset(s)
HLT_Photon33_v,35.2,0.0014,,352494,362760,EGamma
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,35.2,35.2,,352494,362760,EGamma
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele28_eta2p1_WPTight_Gsf_HT150_v,35.2,35.2,,352494,362760,EGamma
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15_v,35.2,35.2,,352494,362760,EGamma
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,0.09,0.0028,,352494,355769,EGamma
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,35.2,35.2,,352494,362760,EGamma
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele20_WPTight_Gsf_v,0,0,,352494,356386,EGamma
HLT_Ele20_WPLoose_Gsf_v,0,0,,352494,362760,EGamma
HLT_Ele20_eta2p1_WPLoose_Gsf_v,0,0,,352494,356386,EGamma
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele28_HighEta_SC20_Mass55_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele15_IsoVVVL_PFHT450_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele50_IsoVVVL_PFHT450_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele135_CaloIdVT_GsfTrkIdT_v,35.2,35.2,,352494,362760,EGamma
HLT_Photon60_R9Id90_CaloIdL_IsoL_v,0.64,0.005,,352494,356386,EGamma
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_v,0.64,0.005,,352494,356386,EGamma
HLT_DoubleEle25_CaloIdL_MW_v,35.2,35.2,,352494,362760,EGamma
HLT_DoubleEle27_CaloIdL_MW_v,35.2,35.2,,352494,362760,EGamma
HLT_Ele27_Ele37_CaloIdL_MW_v,0.64,0.64,,352494,356386,EGamma
HLT_Ele35_WPTight_Gsf_L1EGMT_v,35.2,35.2,,352494,362760,EGamma
HLT_Photon50_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_PFMET50_v,0.64,0.64,,352494,356386,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_v,35.2,35.2,,352494,362760,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3_v,0.64,0.64,,352494,356386,EGamma
HLT_Ele15_WPLoose_Gsf_v,0,0,,352494,362760,EGamma
HLT_Ele17_WPLoose_Gsf_v,0,0,,352494,356386,EGamma
HLT_Ele15_Ele8_CaloIdL_TrackIdL_IsoVL_v,0,0,,352494,356386,EGamma
HLT_Photon20_v,0,0,,352494,362760,EGamma
HLT_Ele15_CaloIdL_TrackIdL_IsoVL_PFJet30_v,0,0,,352494,356386,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ300_PFJetsMJJ400DEta3_v,0.64,0.64,,352494,356386,EGamma
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ400_PFJetsMJJ600DEta3_v,0.64,0.64,,352494,356386,EGamma
HLT_Photon100EB_TightID_TightIso_v,0.64,0.08,,352494,356386,EGamma
HLT_Photon110EB_TightID_TightIso_v,35.2,35.2,,352494,362760,EGamma
HLT_Photon120EB_TightID_TightIso_v,0.64,0.64,,352494,356386,EGamma
HLT_Photon100EBHE10_v,35.2,1.1,,352494,362760,EGamma
HLT_Photon100EEHE10_v,0.64,0.02,,352494,356386,EGamma
HLT_Photon100EE_TightID_TightIso_v,0.64,0.08,,352494,356386,EGamma
HLT_Ele15_IsoVVVL_PFHT450_CaloBTagDeepCSV_4p5_v,15.6,15.6,,352494,362760,EGamma
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_NoPixelVeto_Mass55_v,0.09,0.09,,352494,355769,EGamma
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_NoPixelVeto_v,0.09,0.09,,352494,355769,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTauHPS30_eta2p1_CrossL1_v,3.8,3.8,,352494,362760,EGamma
HLT_Ele28_WPTight_Gsf_v,5.6,5.6,,352494,362760,EGamma
HLT_Ele24_eta2p1_WPTight_Gsf_LooseDeepTauPFTauHPS30_eta2p1_CrossL1_v,35.2,35.2,,352494,362760,EGamma
HLT_L1SingleIsoEG28er2p5Test_v,0.0022,0.0022,,355374,355769,EGamma
HLT_L1SingleEG34er2p5Test_v,0.0022,0.0022,,355374,355769,EGamma
HLT_Photon30EB_TightID_TightIso_v,35.1,0.32,,355862,362760,EGamma
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v,0,0,,355862,356386,EGamma
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_Mass55_v,35.1,35.1,,355862,362760,EGamma
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_v,35.1,35.1,,355862,362760,EGamma
HLT_DiPhoton10Time1ns_v,0,0,,355862,362760,EGamma
HLT_DiPhoton10Time1p2ns_v,21.3,21.3,,355862,362760,EGamma
HLT_DiPhoton10Time1p4ns_v,29.4,29.4,,355862,362760,EGamma
HLT_DiPhoton10Time1p6ns_v,29.4,29.4,,355862,362760,EGamma
HLT_DiPhoton10Time1p8ns_v,29.4,29.4,,355862,362760,EGamma
HLT_DiPhoton10Time2ns_v,29.4,29.4,,355862,362760,EGamma
HLT_DiPhoton10sminlt0p1_v,35.1,1.8,,355862,362760,EGamma
HLT_DiPhoton10sminlt0p12_v,35.1,1.8,,355862,362760,EGamma
HLT_DiPhoton10sminlt0p14_v,0,0,,355862,356386,EGamma
HLT_DiPhoton10sminlt0p16_v,0,0,,355862,356386,EGamma
HLT_DiPhoton10_CaloIdL_v,35.1,0.0018,,355862,362760,EGamma
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v,35.1,0.35,,355862,362760,EGamma
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,35.1,0.35,,355862,362760,EGamma
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT_v,35.1,0.35,,355862,362760,EGamma
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT_v,35.1,35.1,,355862,362760,EGamma
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_v,34.5,34.5,,356426,362760,EGamma
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetBB0p35_v,34.5,34.5,,356426,362760,EGamma
HLT_Ele115_CaloIdVT_GsfTrkIdT_v,35.2,35.2,,352494,362760,"EGamma, ScoutingPFMonitor"
HLT_Ele35_WPTight_Gsf_v,35.2,35.2,,352494,362760,"EGamma, ScoutingPFMonitor"
HLT_Photon200_v,35.2,35.2,,352494,362760,"EGamma, ScoutingPFMonitor"
HLT_L1NotBptxOR_v,0,0,,352494,362760,EmptyBX
HLT_L1UnpairedBunchBptxMinus_v,0,0,,352494,362760,EmptyBX
HLT_L1UnpairedBunchBptxPlus_v,0,0,,352494,362760,EmptyBX
HLT_EphemeralPhysics_v,5.7,0.13,,352494,362760,"EphemeralHLTPhysics[0-19], HLTPhysics, HLTPhysics[0-19]"
HLT_EphemeralZeroBias_v,1.7,0.00063,,352494,362760,EphemeralZeroBias[0-19]
HLT_HcalNZS_v,35.2,35.2,,352416,362760,HcalNZS
HLT_HcalPhiSym_v,35.2,35.2,,352416,362760,HcalNZS
HLT_SinglePhoton10_Eta3p1ForPPRef_v,0,0,,352494,356386,HighPtLowerPhotons
HLT_SinglePhoton20_Eta3p1ForPPRef_v,0,0,,352494,356386,HighPtLowerPhotons
HLT_SinglePhoton30_Eta3p1ForPPRef_v,0,0,,352494,356386,HighPtPhoton30AndZ
HLT_AK4CaloJet80_v,0,0,,352494,356386,HINCaloJets
HLT_AK4CaloJet100_v,0,0,,352494,356386,HINCaloJets
HLT_AK4CaloJet30_v,0,0,,352494,356386,HINCaloJets
HLT_AK4CaloJet40_v,0,0,,352494,356386,HINCaloJets
HLT_AK4CaloJet50_v,0,0,,352494,356386,HINCaloJets
HLT_AK4CaloJet120_v,0,0,,352494,356386,HINCaloJets
HLT_AK4PFJet80_v,0,0,,352494,356386,HINPFJets
HLT_AK4PFJet100_v,0,0,,352494,356386,HINPFJets
HLT_AK4PFJet30_v,0,0,,352494,356386,HINPFJets
HLT_AK4PFJet50_v,0,0,,352494,356386,HINPFJets
HLT_AK4PFJet120_v,0,0,,352494,356386,HINPFJets
HLT_Physics_v,35.2,0.74,,352416,362760,HLTPhysics
HLT_Physics_L1PhysicsSeeds_v,0,0,,352416,355769,HLTPhysics
HLT_HcalIsolatedbunch_v,35.2,35.2,,352494,362760,IsolatedBunch
HLT_PFHT700_PFMET95_PFMHT95_IDTight_v,0.64,0.64,,352494,356386,JetHT
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v,0.64,0.64,,352494,356386,JetHT
HLT_PFHT350MinPFJet15_v,0.64,0.00021,,352494,356386,JetHT
HLT_Rsq0p35_v,0.64,0.64,,352494,356386,JetHT
HLT_Rsq0p40_v,0.64,0.64,,352494,356386,JetHT
HLT_RsqMR300_Rsq0p09_MR200_v,0.64,0.64,,352494,356386,JetHT
HLT_RsqMR320_Rsq0p09_MR200_v,0.64,0.64,,352494,356386,JetHT
HLT_RsqMR300_Rsq0p09_MR200_4jet_v,0.64,0.64,,352494,356386,JetHT
HLT_RsqMR320_Rsq0p09_MR200_4jet_v,0.64,0.64,,352494,356386,JetHT
HLT_QuadPFJet98_83_71_15_v,0,0,,352494,356386,JetHT
HLT_AK8PFJet15_v,0,0,,352494,356386,JetHT
HLT_AK8PFJet25_v,0,0,,352494,356386,JetHT
HLT_PFJet15_v,0,0,,352494,356386,JetHT
HLT_PFJet25_v,0,0,,352494,356386,JetHT
HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,0,0,,352494,356386,JetHT
HLT_QuadPFJet98_83_71_15_PFBTagDeepCSV_1p3_VBF2_v,0,0,,352494,356386,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p17_v,0,0,,352494,356386,JetHT
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p1_v,0,0,,352494,356386,JetHT
HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,0,0,,352494,356386,JetHT
HLT_QuadPFJet98_83_71_15_PFBTagDeepJet_1p3_VBF2_v,0,0,,352494,356386,JetHT
HLT_L1SingleJet120Test_v,0,0,,355374,355769,JetHT
HLT_AK8PFJet360_TrimMass30_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_CaloJet500_NoJetID_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFJet40_v,34.5,0.00013,,352494,362760,"JetHT, JetMET"
HLT_PFJet60_v,34.5,0.00054,,352494,362760,"JetHT, JetMET"
HLT_PFJet80_v,35.2,0.002,,352494,362760,"JetHT, JetMET"
HLT_PFJet140_v,35.2,0.022,,352494,362760,"JetHT, JetMET"
HLT_PFJet200_v,35.2,0.088,,352494,362760,"JetHT, JetMET"
HLT_PFJet260_v,35.2,0.27,,352494,362760,"JetHT, JetMET"
HLT_PFJet320_v,35.2,1.1,,352494,362760,"JetHT, JetMET"
HLT_PFJet400_v,35.2,2.2,,352494,362760,"JetHT, JetMET"
HLT_PFJet450_v,35.2,4.4,,352494,362760,"JetHT, JetMET"
HLT_PFJet500_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve40_v,35.2,0.00019,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve60_v,35.2,0.00082,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve80_v,35.2,0.0021,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve140_v,35.2,0.023,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve200_v,35.2,0.1,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve260_v,35.2,0.34,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve320_v,35.2,0.92,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve400_v,35.2,2.8,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve500_v,35.2,11,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve60_HFJEC_v,35.2,0.0031,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve80_HFJEC_v,35.2,0.023,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve100_HFJEC_v,35.2,0.14,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve160_HFJEC_v,35.2,0.88,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve220_HFJEC_v,35.2,5.5,,352494,362760,"JetHT, JetMET"
HLT_DiPFJetAve300_HFJEC_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT250_v,35.2,0.0086,,352494,362760,"JetHT, JetMET"
HLT_PFHT350_v,35.2,0.14,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet40_v,34.5,0.0000093,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet60_v,34.5,0.00022,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet80_v,35.2,0.001,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet140_v,35.2,0.02,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet200_v,35.2,0.088,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet260_v,35.2,0.27,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet320_v,35.2,0.73,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet400_v,35.2,2.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet450_v,35.2,4.4,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet500_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet400_TrimMass30_v,21.8,21.8,,352494,362760,"JetHT, JetMET"
HLT_AK8PFHT750_TrimMass50_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_AK8PFHT800_TrimMass50_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_CaloJet550_NoJetID_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet550_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFJet550_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT180_v,35.2,0.0031,,352494,362760,"JetHT, JetMET"
HLT_PFHT370_v,35.2,0.022,,352494,362760,"JetHT, JetMET"
HLT_PFHT430_v,35.2,0.07,,352494,362760,"JetHT, JetMET"
HLT_PFHT510_v,35.2,0.14,,352494,362760,"JetHT, JetMET"
HLT_PFHT590_v,35.2,0.27,,352494,362760,"JetHT, JetMET"
HLT_PFHT680_v,35.2,0.55,,352494,362760,"JetHT, JetMET"
HLT_PFHT780_v,35.2,1.1,,352494,362760,"JetHT, JetMET"
HLT_PFHT890_v,35.2,2.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet380_TrimMass30_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet420_TrimMass30_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFHT850_TrimMass50_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFHT900_TrimMass50_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd40_v,35.2,0.00012,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd60_v,35.2,0.00032,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd80_v,35.2,0.0076,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd140_v,35.2,0.14,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd200_v,35.2,0.88,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd260_v,35.2,4.4,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd320_v,35.2,8.8,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd400_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd450_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd500_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd40_v,35.2,0.0000041,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd60_v,35.2,0.00031,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd80_v,35.2,0.0025,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd140_v,35.2,0.07,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd200_v,35.2,0.88,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd260_v,35.2,4.4,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd320_v,35.2,8.8,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd400_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd450_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd500_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_SingleJet30_Mu12_SinglePFJet40_v,35.2,0.012,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet103_88_75_15_v,35.2,0.14,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet105_88_76_15_v,35.2,0.069,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet111_90_80_15_v,35.2,0.069,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd15_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_PFJetFwd25_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd15_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJetFwd25_v,0,0,,352494,362760,"JetHT, JetMET"
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepCSV_4p5_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v,35.2,0.27,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_p02_v,7.6,7.6,,352494,359356,"JetHT, JetMET"
HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet103_88_75_15_PFBTagDeepCSV_1p3_VBF2_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet105_88_76_15_PFBTagDeepCSV_1p3_VBF2_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet111_90_80_15_PFBTagDeepCSV_1p3_VBF2_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np2_v,7.6,7.6,,352494,359356,"JetHT, JetMET"
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np4_v,7.6,7.6,,352494,359356,"JetHT, JetMET"
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepCSV_2p94_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_SixPFJet32_v,35.2,0.54,,352494,362760,"JetHT, JetMET"
HLT_PFHT450_SixPFJet36_PFBTagDeepCSV_1p59_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_PFHT450_SixPFJet36_v,35.2,1.4,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet105_88_76_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_FivePFJet_100_100_60_30_30_v,35.2,0.88,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_FivePFJet_100_100_60_30_30_DoublePFBTagDeepCSV_4p5_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_FivePFJet_120_120_60_30_30_DoublePFBTagDeepCSV_4p5_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_Mu12eta2p3_v,35.2,0.0026,,352494,362760,"JetHT, JetMET"
HLT_Mu12eta2p3_PFJet40_v,35.2,0.0032,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets40_PFBTagDeepCSV_p71_v,15.6,0.039,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets100_PFBTagDeepCSV_p71_v,15.6,0.3,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets200_PFBTagDeepCSV_p71_v,15.6,5.2,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets350_PFBTagDeepCSV_p71_v,15.6,5.2,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets40_PFBTagDeepCSV_p71_v,15.6,0.0019,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets100_PFBTagDeepCSV_p71_v,15.6,0.046,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets200_PFBTagDeepCSV_p71_v,15.6,0.22,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets350_PFBTagDeepCSV_p71_v,15.6,0.22,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,13.6,13.6,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets40_PFBTagDeepJet_p71_v,35.2,0.088,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets100_PFBTagDeepJet_p71_v,35.2,0.68,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets200_PFBTagDeepJet_p71_v,35.2,11.7,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets350_PFBTagDeepJet_p71_v,35.2,11.7,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepJet_p71_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepJet_p71_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets40_PFBTagDeepJet_p71_v,35.2,0.0042,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets100_PFBTagDeepJet_p71_v,35.2,0.1,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets200_PFBTagDeepJet_p71_v,35.2,0.5,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets350_PFBTagDeepJet_p71_v,35.2,1.4,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepJet_p71_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepJet_p71_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepJet_4p5_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_FivePFJet_100_100_60_30_30_DoublePFBTagDeepJet_4p5_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_FivePFJet_120_120_60_30_30_DoublePFBTagDeepJet_4p5_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepJet_2p94_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_PFHT450_SixPFJet36_PFBTagDeepJet_1p59_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet103_88_75_15_PFBTagDeepJet_1p3_VBF2_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet105_88_76_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet105_88_76_15_PFBTagDeepJet_1p3_VBF2_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet111_90_80_15_PFBTagDeepJet_1p3_VBF2_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet70_50_40_30_v,35.2,0.098,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet70_50_40_30_PFBTagParticleNet_2BTagSum0p65_v,15.6,15.6,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet70_50_40_35_PFBTagParticleNet_2BTagSum0p65_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_QuadPFJet70_50_45_35_PFBTagParticleNet_2BTagSum0p65_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet230_SoftDropMass40_v,35.2,0.44,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetBB0p35_v,15.6,15.6,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetBB0p35_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetBB0p35_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet400_SoftDropMass40_v,21.8,21.8,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet425_SoftDropMass40_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet450_SoftDropMass40_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,35.2,35.2,,352494,362760,"JetHT, JetMET"
