path (click to see more detail),act. lumi (fb-1),eff. lumi (fb-1),counts,first run,last run,dataset(s)
HLT_CscCluster_Loose_v,109.5,109.5,79111857,378981,386951,"Muon[0,1]"
HLT_CscCluster_Medium_v,109.5,109.5,36701745,378981,386951,"Muon[0,1]"
HLT_CscCluster_Tight_v,109.5,109.5,28136404,378981,386951,"Muon[0,1]"
HLT_L1CSCShower_DTCluster50_v,109.5,109.5,4990573,378981,386951,"Muon[0,1]"
HLT_L1CSCShower_DTCluster75_v,109.5,109.5,1397222,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_CrossL1_v,109.4,109.4,13824517,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_CrossL1_v,109.4,109.4,4191698,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_CrossL1_v,109.4,109.4,3108330,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS20_eta2p1_SingleL1_v,109.4,109.4,92107659,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS45_L2NN_eta2p1_CrossL1_v,109.4,109.4,8837538,378981,386951,"Muon[0,1]"
HLT_DoubleL2Mu12NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,109.5,109.5,31324048,378981,386951,"Muon[0,1]"
HLT_DoubleL2Mu14NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v,109.5,109.5,21303212,378981,386951,"Muon[0,1]"
HLT_DoubleL3Mu18_10NoVtx_DxyMin0p01cm_v,109.5,109.5,133874527,378981,386951,"Muon[0,1]"
HLT_DoubleL3Mu20_10NoVtx_DxyMin0p01cm_v,109.5,109.5,117877033,378981,386951,"Muon[0,1]"
HLT_DoubleL3dTksMu16_10NoVtx_DxyMin0p01cm_v,109.5,109.5,118917946,378981,386951,"Muon[0,1]"
HLT_L3dTksMu10_NoVtx_DxyMin0p01cm_v,109.5,0.11,4203300,378981,386951,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_v,109.4,109.4,1683187,378981,386951,"Muon[0,1]"
HLT_DoubleL2Mu_L3Mu16NoVtx_VetoL3Mu0DxyMax0p1cm_v,109.5,109.5,117038020,378981,386951,"Muon[0,1]"
HLT_DoubleL2Mu_L3Mu18NoVtx_VetoL3Mu0DxyMax0p1cm_v,109.5,109.5,103231406,378981,386951,"Muon[0,1]"
HLT_DoubleL2Mu10NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,109.5,109.5,71772969,378981,386951,"Muon[0,1]"
HLT_DoubleL2Mu12NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,109.5,109.5,41185737,378981,386951,"Muon[0,1]"
HLT_Mu50_L1SingleMuShower_v,109.5,109.5,2895410,378981,386951,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_v,109.4,109.4,1880104,378981,386951,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PNetBB0p06_v,109.4,109.4,364644,378981,386951,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p06_v,109.4,109.4,344486,378981,386951,"Muon[0,1]"
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p10_v,109.4,109.4,256639,378981,386951,"Muon[0,1]"
HLT_DoubleCscCluster75_v,109.5,109.5,3978093,378981,386951,"Muon[0,1]"
HLT_DoubleCscCluster100_v,109.5,109.5,1692964,378981,386951,"Muon[0,1]"
HLT_IsoMu24_OneProng32_v,109.5,109.5,784257905,378981,386951,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_PFJet30_v,109.5,109.5,127767321,378981,386951,"Muon[0,1]"
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_Mass2p0_v,109.4,3.4,5014771,378981,386951,"Muon[0,1]"
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_Mass2p0_noDCA_v,109.4,3.4,12578234,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_L2NN_eta2p3_CrossL1_v,109.4,109.4,8590734,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_L2NN_eta2p3_CrossL1_v,109.4,109.4,7864658,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_v,109.4,109.4,14430525,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet60_v,109.4,109.4,3299630,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet75_v,109.4,109.4,2350719,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_eta2p3_CrossL1_ETau_Monitoring_v,109.4,109.4,25843,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_eta2p3_CrossL1_ETau_Monitoring_v,109.4,109.4,43627,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Loose_eta2p3_CrossL1_ETau_Monitoring_v,109.4,109.4,57009,378981,386951,"Muon[0,1]"
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Tight_eta2p3_CrossL1_v,109.4,109.4,23127287,378981,386951,"Muon[0,1]"
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Medium_eta2p3_CrossL1_v,109.4,109.4,26510669,378981,386951,"Muon[0,1]"
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Loose_eta2p3_CrossL1_v,109.4,109.4,29656111,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet20_eta2p2_SingleL1_v,109.4,109.4,46069565,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet45_L2NN_eta2p3_CrossL1_v,109.4,109.4,7714712,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PFHT250_v,109.4,109.4,45005314,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_v,109.4,109.4,29031386,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_PNet1Tauh0p50_v,109.4,109.4,27636392,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_SinglePFJet25_PNet1Tauh0p50_v,109.4,109.4,1104707415,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Loose_L2NN_eta2p3_CrossL1_v,109.4,109.4,230765,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Medium_L2NN_eta2p3_CrossL1_v,109.4,109.4,187544,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Tight_L2NN_eta2p3_CrossL1_v,109.4,109.4,147352,378981,386951,"Muon[0,1]"
HLT_DisplacedMu24_MediumChargedIsoDisplacedPFTauHPS24_v,109.4,109.4,131629249,378981,386951,"Muon[0,1]"
HLT_IsoMu27_MediumChargedIsoDisplacedPFTauHPS24_eta2p1_SingleL1_v,109.4,109.4,31895027,378981,386951,"Muon[0,1]"
HLT_CscCluster50_Photon20Unseeded_v,109.5,109.5,9463348,378981,386951,"Muon[0,1]"
HLT_CscCluster50_Photon30Unseeded_v,109.5,109.5,2898945,378981,386951,"Muon[0,1]"
HLT_CscCluster100_Ele5_v,109.5,109.5,22029175,378981,386951,"Muon[0,1]"
HLT_CscCluster100_Mu5_v,109.5,109.5,24024962,378981,386951,"Muon[0,1]"
HLT_CscCluster100_PNetTauhPFJet10_Loose_v,109.5,109.5,27499303,378981,386951,"Muon[0,1]"
HLT_IsoTrk200_L1SingleMuShower_v,109.5,109.5,17177362,378981,386951,"Muon[0,1]"
HLT_IsoTrk400_L1SingleMuShower_v,109.5,109.5,8849562,378981,386951,"Muon[0,1]"
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_OneProng_CrossL1_v,109.4,109.4,9677252,378981,386951,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_CaloJet30_v,102.2,102.2,90444200,379613,386951,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8PFJet30_v,102.2,102.2,143862179,379613,386951,"Muon[0,1]"
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_AK8CaloJet30_v,102.2,102.2,144606688,379613,386951,"Muon[0,1]"
HLT_Mu12_IsoVVL_PFHT150_PNetBTag0p53_v,102.1,102.1,58702019,379613,386951,"Muon[0,1]"
HLT_L2Mu50NoVtx_3Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v,102.2,102.2,102019178,379613,386951,"Muon[0,1]"
HLT_L2Mu50NoVtx_3Cha_VetoL3Mu0DxyMax1cm_v,102.2,102.2,32269104,379613,386951,"Muon[0,1]"
HLT_L3Mu30NoVtx_DxyMin0p01cm_v,102.2,102.2,227958383,379613,386951,"Muon[0,1]"
HLT_L3Mu50NoVtx_DxyMin0p01cm_v,102.2,102.2,29030893,379613,386951,"Muon[0,1]"
HLT_IsoMu27_v,109.5,109.5,1268425322,378981,386951,"Muon[0,1], ScoutingPFMonitor"
HLT_Mu50_v,109.5,109.5,320860643,378981,386951,"Muon[0,1], ScoutingPFMonitor"
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,109.4,6.8,6301520,378981,386951,MuonEG
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v,109.4,109.4,33589894,378981,386951,MuonEG
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v,109.4,109.4,10517952,378981,386951,MuonEG
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v,109.4,54.7,10548547,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,109.4,109.4,40589039,378981,386951,MuonEG
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,109.4,6.8,2813661,378981,386951,MuonEG
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,109.4,109.4,23120372,378981,386951,MuonEG
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,109.4,109.4,15325634,378981,386951,MuonEG
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v,109.4,109.4,2797528,378981,386951,MuonEG
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v,109.4,109.4,8552997,378981,386951,MuonEG
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v,109.4,109.4,19566495,378981,386951,MuonEG
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v,109.4,21.9,7219614,378981,386951,MuonEG
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v,109.4,109.4,16417768,378981,386951,MuonEG
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v,109.4,109.4,11139562,378981,386951,MuonEG
HLT_Mu27_Ele37_CaloIdL_MW_v,109.4,109.4,16806251,378981,386951,MuonEG
HLT_Mu37_Ele27_CaloIdL_MW_v,109.4,109.4,11973532,378981,386951,MuonEG
HLT_Mu17_Photon30_IsoCaloId_v,109.4,109.4,58698110,378981,386951,MuonEG
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL_v,109.4,109.4,16609963,378981,386951,MuonEG
HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL_v,109.4,109.4,10777899,378981,386951,MuonEG
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v,109.4,109.4,34375297,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_v,109.4,109.4,29852054,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30_v,15.7,15.7,3133947,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepJet_1p5_v,7.3,7.3,594354,378981,386951,MuonEG
HLT_Mu20NoFiltersNoVtxDisplaced_Photon20_CaloCustomId_v,109.4,109.4,72676451,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_v,109.4,109.4,19961201,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v,109.4,109.4,5232171,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_v,109.4,109.4,4316834,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_v,109.4,109.4,2637804,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_PNet2BTagMean0p55_v,109.4,109.4,962898,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PNet2BTagMean0p50_v,109.4,109.4,7052424,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_v,109.4,109.4,6360703,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_v,109.4,109.4,4367789,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet2BTagMean0p55_v,109.4,109.4,1406413,378981,386951,MuonEG
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet1BTag0p20_v,109.4,109.4,3087390,378981,386951,MuonEG
HLT_L2Mu10_NoVertex_NoBPTX_v,109.5,0.4,2715858,378981,386951,NoBPTX
HLT_L2Mu10_NoVertex_NoBPTX3BX_v,109.5,1.4,5188512,378981,386951,NoBPTX
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_v,109.5,109.5,56659695,378981,386951,NoBPTX
HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX_v,109.5,109.5,50332571,378981,386951,NoBPTX
HLT_UncorrectedJetE30_NoBPTX_v,109.4,0.98,3305991,378981,386951,NoBPTX
HLT_UncorrectedJetE30_NoBPTX3BX_v,109.4,3.4,997876,378981,386951,NoBPTX
HLT_UncorrectedJetE60_NoBPTX3BX_v,109.4,109.4,14915608,378981,386951,NoBPTX
HLT_UncorrectedJetE70_NoBPTX3BX_v,109.4,109.4,10836799,378981,386951,NoBPTX
HLT_CDC_L2cosmic_5p5_er1p0_v,109.5,12.2,81309337,378981,387721,NoBPTX
HLT_CDC_L2cosmic_10_er1p0_v,109.5,36.5,98508811,378981,387721,NoBPTX
HLT_PPRefL1DoubleMu0_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL1DoubleMu0_Open_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL2DoubleMu0_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL2DoubleMu0_Open_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL3DoubleMu0_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL3DoubleMu0_Open_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL1DoubleMu0_SQ_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL1DoubleMu2_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_PPRefL1DoubleMu2_SQ_v,0,0,,387474,387721,PPRefDoubleMuon[0-3]
HLT_AK4CaloJet80_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJet100_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJet80_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJet100_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJet40_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJet120_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJet120_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJet60_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJet70_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJetFwd40_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJetFwd60_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJetFwd70_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJetFwd80_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJetFwd100_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4CaloJetFwd120_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJet40_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJet60_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJetFwd40_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJetFwd60_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJetFwd80_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJetFwd100_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_AK4PFJetFwd120_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefDoubleEle10Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefDoubleEle10GsfMass50_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefDoubleEle15Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefDoubleEle15GsfMass50_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle15Ele10Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle15Ele10GsfMass50_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle10Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle15Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle20Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle30Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle40Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefEle50Gsf_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton10_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton10_EB_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton20_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton20_EB_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton30_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton30_EB_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton40_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton40_EB_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton50_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton50_EB_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton60_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefGEDPhoton60_EB_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefDoubleGEDPhoton20_v,0,0,,387474,387721,PPRefHardProbes[0-4]
HLT_PPRefL1SingleMu0_Cosmics_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL1SingleMu7_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL1SingleMu12_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL2SingleMu7_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL2SingleMu12_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL2SingleMu15_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL2SingleMu20_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu3_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu5_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu7_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu12_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu15_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu20_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefCscCluster_Loose_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefCscCluster_Medium_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefCscCluster_Tight_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL1SingleMu5_Ele20Gsf_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL1SingleMu5_GEDPhoton20_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL1SingleMu7_Ele20Gsf_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL1SingleMu7_GEDPhoton10_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu3_SingleAK4CaloJet40_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu3_SingleAK4CaloJet60_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu3_SingleAK4CaloJet80_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu5_SingleAK4CaloJet40_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu5_SingleAK4CaloJet60_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefL3SingleMu5_SingleAK4CaloJet80_v,0,0,,387474,387721,PPRefSingleMuon[0-3]
HLT_PPRefZeroBias_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet8_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet12_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet16_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet20_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet24_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet28_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet8_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet12_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet16_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet20_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet24_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_SingleJet28_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_ZDC1nAsymXOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefUPC_ZDC1nOR_v,0,0,,387474,387721,PPRefZeroBiasPlusForward[0-24]
HLT_PPRefZeroBias_FirstCollisionInTrain_v,0,0,,387574,387721,PPRefZeroBiasPlusForward[0-24]
DST_PFScouting_DoubleMuon_v,109.5,109.5,24140528566,378981,386951,ScoutingPFMonitor
DST_PFScouting_DoubleEG_v,109.4,109.4,3179878249,378981,386951,ScoutingPFMonitor
DST_PFScouting_JetHT_v,109.4,109.4,53435080544,378981,386951,ScoutingPFMonitor
DST_PFScouting_AXONominal_v,101.9,101.9,4429439734,378981,386951,ScoutingPFMonitor
DST_PFScouting_AXOTight_v,101.9,101.9,2690682684,378981,386951,ScoutingPFMonitor
DST_PFScouting_SingleMuon_v,109.5,109.5,60346439012,378981,386951,ScoutingPFMonitor
DST_PFScouting_AXOVLoose_v,0,0,0,380963,386951,ScoutingPFMonitor
DST_PFScouting_AXOLoose_v,0,0,0,380963,386951,ScoutingPFMonitor
DST_PFScouting_AXOVTight_v,93.8,93.8,952161632,380963,386951,ScoutingPFMonitor
DST_PFScouting_ZeroBias_v,93.8,0.0051,7454421399,380963,386951,ScoutingPFMonitor
DST_PFScouting_SinglePhotonEB_v,82.4,82.4,5044045550,382209,386951,ScoutingPFMonitor
DST_PFScouting_CICADAVLoose_v,0,0,0,383811,386951,ScoutingPFMonitor
DST_PFScouting_CICADALoose_v,0,0,0,383811,386951,ScoutingPFMonitor
DST_PFScouting_CICADAMedium_v,0.59,0.59,12528181,383811,386951,ScoutingPFMonitor
DST_PFScouting_CICADATight_v,0.59,0.59,6554963,383811,386951,ScoutingPFMonitor
DST_PFScouting_CICADAVTight_v,4.1,0.95,13590243,383811,386951,ScoutingPFMonitor
HLT_Random_HighRate_v,0,0,,387474,387721,SpecialRandom[0-19]
HLT_SpecialZeroBias_v,0,0,0,386553,386951,SpecialZeroBias[0-5]
HLT_LooseDeepTauPFTauHPS180_L2NN_eta2p1_v,109.4,109.4,100039029,378981,386951,Tau
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1_v,109.4,109.4,42392988,378981,386951,Tau
HLT_DoubleMediumDeepTauPFTauHPS35_L2NN_eta2p1_v,109.4,109.4,283474126,378981,386951,Tau
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_v,109.4,109.4,114965538,378981,386951,Tau
